scheme_code,scheme_name,isin_growth,isin_reinvestment,plan,aum,ter_pct,ter_date,nsdl_scheme_code
134774,Reliance Capital Builder Fund III - Series A - Growth Option,INF204KA13D7,,unspecified,,,,
130652,Reliance Capital Builder Fund- Series A- Direct Plan- Dividend Payout Opotion,INF204KA1RY0,,direct,,,,
130651,Reliance Capital Builder Fund- Series A- Direct Plan- Growth Option,INF204KA1RX2,,direct,,,,
130650,Reliance Capital Builder Fund- Series A- Dividend Payout Option,INF204KA1RW4,,unspecified,,,,
130653,Reliance Capital Builder Fund- Series A- Growth Option,INF204KA1RV6,,unspecified,,,,
130880,Reliance Capital Builder Fund- Series B- Direct Plan- Dividend Payout Option,INF204KA1SW2,,direct,,,,
130879,Reliance Capital Builder Fund- Series B- Direct Plan- Growth Opiton,INF204KA1SV4,,direct,,,,
130881,Reliance Capital Builder Fund- Series B- Dividend Payout Option,INF204KA1SU6,,unspecified,,,,
130878,Reliance Capital Builder Fund- Series B- Growth Option,INF204KA1ST8,,unspecified,,,,
131272,Reliance Capital Builder Fund- Series C- Direct Plan- Dividend Payout Option,INF204KA1UE6,,direct,,,,
131271,Reliance Capital Builder Fund- Series C- Direct Plan- Growth Option,INF204KA1UD8,,direct,,,,
131269,Reliance Capital Builder Fund- Series C- Dividend Payout Option,INF204KA1UC0,,unspecified,,,,
131270,Reliance Capital Builder Fund- Series C- Growth Option,INF204KA1UB2,,unspecified,,,,
125273,Reliance Close Ended Equity Fund - Series A - Direct Plan - Dividend Payout Option,INF204K018R7,,direct,,,,
125271,Reliance Close Ended Equity Fund - Series A - Direct Plan - Growth Option,INF204K017R9,,direct,,,,
125272,Reliance Close Ended Equity Fund - Series A - Dividend Payout Option,INF204K016R1,,unspecified,,,,
125270,Reliance Close Ended Equity Fund - Series A - Growth Option,INF204K015R3,,unspecified,,,,
125889,Reliance Close Ended Equity Fund - Series B - Direct Plan - Dividend Payout Option,INF204K012S8,,direct,,,,
125888,Reliance Close Ended Equity Fund - Series B - Direct Plan - Growth Option,INF204K011S0,,direct,,,,
125890,Reliance Close Ended Equity Fund - Series B - Dividend Payout Option,INF204K010S2,,unspecified,,,,
125887,Reliance Close Ended Equity Fund - Series B - Growth Option,INF204K019R5,,unspecified,,,,
129572,Reliance Close Ended Equity Fund II- Series A- Direct Plan- Dividend Payout Option,INF204KA1OW1,,direct,,,,
129571,Reliance Close Ended Equity Fund II- Series A- Direct Plan- Growth Option,INF204KA1OV3,,direct,,,,
129573,Reliance Close Ended Equity Fund II- Series A- Dividend Payout Option,INF204KA1OU5,,unspecified,,,,
129574,Reliance Close Ended Equity Fund II- Series A- Growth Option,INF204KA1OT7,,unspecified,,,,
131021,UTI Focussed Equity Fund Series - 1 (2195 Days) - Direct Plan - Dividend Option,INF789FC1Q55,,direct,,,,
131019,UTI Focussed Equity Fund Series - 1 (2195 Days) - Direct Plan - Growth Option,INF789FC1Q63,,direct,,,,
131020,UTI Focussed Equity Fund Series - 1 (2195 Days) - Regular Plan - Dividend Option,INF789FC1Q30,,regular,,,,
131018,UTI Focussed Equity Fund Series - 1 (2195 Days) - Regular Plan - Growth Option,INF789FC1Q48,,regular,,,,
141826,UTI Focussed Equity Fund - Series IV (1104 Days) - Direct Plan - Dividend  Option,INF789FC1T37,,direct,,,,
141827,UTI Focussed Equity Fund - Series IV (1104 Days) - Direct Plan - Growth Option,INF789FC1T45,,direct,,,,
141828,UTI Focussed Equity Fund - Series IV (1104 Days) - Regular Plan - Dividend Option,INF789FC1T11,,regular,,,,
141825,UTI Focussed Equity Fund - Series IV (1104 Days) - Regular Plan - Growth Option,INF789FC1T29,,regular,,,,
141988,UTI Focussed Equity Fund - Series V (1102 Days) - Direct Plan - Dividend Option,INF789FC1X15,,direct,,,,
141987,UTI Focussed Equity Fund - Series V (1102 Days) - Direct Plan - Growth Option,INF789FC1X23,,direct,,,,
141989,UTI Focussed Equity Fund - Series V (1102 Days) - Regular Plan - Dividend Option,INF789FC1W99,,regular,,,,
141990,UTI Focussed Equity Fund - Series V (1102 Days) - Regular Plan - Growth Option,INF789FC1X07,,regular,,,,
142284,UTI Focussed Equity Fund - Series VI (1150 Days) - Direct Plan - Growth Option,INF789FC12G8,,direct,,,,
142287,UTI Focussed Equity Fund - Series VI (1150 Days) - Direct Plan - IDCW,INF789FC11G0,,direct,,,,
142285,UTI Focussed Equity Fund - Series VI (1150 Days) - Regular Plan - Growth Option,INF789FC10G2,,regular,,,,
142286,UTI Focussed Equity Fund - Series VI (1150 Days) - Regular Plan - IDCW,INF789FC19F5,,regular,,,,
142172,UTI Long Term Advantage Fund Series VII - Direct Plan - Growth Option,INF789FC18D2,,direct,,,,
142170,UTI Long Term Advantage Fund Series VII - Direct Plan - IDCW,INF789FC17D4,,direct,,,,
142169,UTI Long Term Advantage Fund Series VII - Regular Plan - Growth Option,INF789FC16D6,,regular,,,,
142171,UTI Long Term Advantage Fund Series VII - Regular Plan - IDCW,INF789FC15D8,,regular,,,,
152250,Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Direct Plan - Growth Option,INF209KB11Y4,,direct,,,,
152251,Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Direct Plan - Payout of IDCW Option,INF209KB12Y2,,direct,,,,
152253,Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Regular Plan - Growth Option,INF209KB19X9,,regular,,,,
152252,Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Regular Plan - Payout of IDCW Option,INF209KB10Y6,,regular,,,,
152259,Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Direct Plan - Growth Option,INF209KB15Y5,,direct,,,,
152262,Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Direct Plan - Payout of IDCW Option,INF209KB16Y3,,direct,,,,
152260,Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Regular Plan - Growth Option,INF209KB13Y0,,regular,,,,
152261,Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Regular Plan - Payout of IDCW Option,INF209KB14Y8,,regular,,,,
152332,Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Direct Plan - Growth Option,INF209KB13Z7,,direct,,,,
152333,Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Direct Plan - Payout of IDCW Option,INF209KB14Z5,,direct,,,,
152334,Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Regular Plan - Growth Option,INF209KB11Z1,,regular,,,,
152335,Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Regular Plan - Payout of IDCW Option,INF209KB12Z9,,regular,,,,
149017,Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Growth Option,INF209KB12A2,,direct,2992395000,,,
149018,Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Payout of IDCW option,INF209KB13A0,,direct,98000,,,
149015,Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Growth Option,INF209KB10A6,,regular,347963000,,,
149016,Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Payout of IDCW option,INF209KB11A4,,regular,2353000,,,
149062,Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Growth Option,INF209KB16A3,,direct,223572000,,,
149063,Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Payout of IDCW Option,INF209KB17A1,,direct,148000,,,
149064,Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Growth Option,INF209KB14A8,,regular,51004000,,,
149065,Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Payout of IDCW Option,INF209KB15A5,,regular,804000,,,
150316,Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Direct Plan - Growth Option,INF209KB14H3,,direct,2274484000,,,
150314,Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Regular Plan - Growth Option,INF209KB12H7,,regular,60156000,,,
150315,Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Regular Plan - Payout of IDCW option,INF209KB13H5,,regular,71000,,,
151186,Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Direct Plan Growth Option,INF209KB18P7,,direct,44584000,,,
151189,Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Regular Plan - Payout of IDCW Option,INF209KB17P9,,regular,163000,,,
151188,Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days)- Regular Plan - Growth Option,INF209KB16P1,,regular,16581000,,,
151519,Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Direct Plan - Growth Option,INF209KB18S1,,direct,,,,
151522,Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Direct Plan - Payout of IDCW Option,INF209KB19S9,,direct,,,,
151521,Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Regular Plan - Growth Option,INF209KB16S5,,regular,,,,
151520,Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Regular Plan - Payout of IDCW Option,INF209KB17S3,,regular,,,,
151700,Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Direct Plan - Growth Option,INF209KB13V6,,direct,59859000,,,
151702,Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Direct Plan - Payout of IDCW Option,INF209KB14V4,,direct,1000,,,
151703,Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Regular Plan - Growth Option,INF209KB11V0,,regular,10074000,,,
151701,Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Regular Plan - Payout of IDCW Option,INF209KB12V8,,regular,12000,,,
154240,Axis Fixed Maturity Plan - Series 129 (108 Days) - Direct Plan - Growth,INF846KA1440,,direct,2405730000,,,
154243,Axis Fixed Maturity Plan - Series 129 (108 Days) - Direct Plan - IDCW,INF846KA1465,,direct,317000,,,
154241,Axis Fixed Maturity Plan - Series 129 (108 Days) - Regular Plan - Growth,INF846KA1432,,regular,587978000,,,
154242,Axis Fixed Maturity Plan - Series 129 (108 Days) - Regular Plan - IDCW,INF846KA1457,,regular,443000,,,
154292,Axis Fixed Maturity Plan - Series 130 (92 Days) - Direct Plan - Growth,INF846KA1481,,direct,1776074000,,,
154293,Axis Fixed Maturity Plan - Series 130 (92 Days) - Direct Plan - IDCW,INF846KA1507,,direct,51000,,,
154290,Axis Fixed Maturity Plan - Series 130 (92 Days) - Regular Plan - Growth,INF846KA1473,,regular,136300000,,,
154291,Axis Fixed Maturity Plan - Series 130 (92 Days) - Regular Plan - IDCW,INF846KA1499,,regular,304000,,,
151586,Axis Fixed Term Plan - Series 113 (1228 Days) - Direct Plan - Growth,INF846K011Q8,,direct,959261000,,,
151587,Axis Fixed Term Plan - Series 113 (1228 Days) - Direct Plan - Quarterly IDCW,INF846K012Q6,,direct,659000,,,
151588,Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Growth,INF846K014Q2,,regular,55192000,,,
151629,Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Half Yearly IDCW,INF846K016Q7,,regular,2689000,,,
151589,Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Quarterly IDCW,INF846K015Q9,,regular,12000,,,
153316,Bandhan Fixed Maturity Plan (FMP) - Series 209 (93 Days) - Direct Plan - Growth,INF194KB1JD2,,direct,,,,
153319,Bandhan Fixed Maturity Plan (FMP) - Series 209 (93 Days) - Direct Plan - IDCW,INF194KB1JE0,,direct,,,,
153317,Bandhan Fixed Maturity Plan (FMP) - Series 209 (93 Days) - Regular Plan - Growth,INF194KB1JG5,,regular,,,,
153318,Bandhan Fixed Maturity Plan (FMP) - Series 209 (93 Days) - Regular Plan - IDCW,INF194KB1JH3,,regular,,,,
146699,BANDHAN Fixed Term Plan Series 179 DIRECT PLAN HALF YEARLY-IDCW (3652 days),INF194KB1793,,direct,6000,,,
146701,BANDHAN Fixed Term Plan Series 179 DIRECT PLAN-GROWTH (3652 days),INF194KB1777,,direct,3668269000,,,
146702,BANDHAN Fixed Term Plan Series 179 REGULAR PLAN PERIODIC-IDCW (3652 days),INF194KB1769,,regular,8000,,,
146695,BANDHAN Fixed Term Plan Series 179 REGULAR PLAN-GROWTH (3652 days),INF194KB1736,,regular,4466000,,,
146082,IDFC Fixed Term Plan Series 167 REGULAR PLAN HALF YEARLY-IDCW (1202 days),INF194KB1298,,regular,,,,
146081,IDFC Fixed Term Plan Series 167 REGULAR PLAN QUARTERLY-IDCW (1202 days),INF194KB1280,,regular,,,,
146087,IDFC Fixed Term Plan Series 167 REGULAR PLAN-GROWTH (1202 days),INF194KB1272,,regular,,,,
149190,DSP FMP Series - 264 - 60M - 17D - Direct - Growth,INF740KA1QH8,,direct,184492000,,,
149191,DSP FMP Series - 264 - 60M - 17D - Direct - IDCW,INF740KA1QI6,INF740KA1QJ4,direct,337000,,,
149189,DSP FMP Series - 264 - 60M - 17D - Regular - IDCW,INF740KA1QF2,INF740KA1QG0,regular,144000,,,
149188,DSP FMP Series - 264 - 60M - 17D - Regular Plan - Growth,INF740KA1QE5,,regular,357523000,,,
150842,DSP FMP Series - 267 - 1172 Days - Direct - Growth,INF740KA1YL4,,direct,915200000,,,
150840,DSP FMP Series - 267 - 1172 Days - Direct - IDCW,INF740KA1YM2,INF740KA1YN0,direct,112000,,,
150843,DSP FMP Series - 267 - 1172 Days - Regular - Growth,INF740KA1YI0,,regular,439887000,,,
150841,DSP FMP Series - 267 - 1172 Days - Regular - IDCW,INF740KA1YJ8,INF740KA1YK6,regular,93000,,,
150885,DSP FMP Series - 268 - 1281 Days - Direct - Growth,INF740KA1RO2,,direct,594356000,,,
150886,DSP FMP Series - 268 - 1281 Days - Direct - IDCW,INF740KA1RQ7,INF740KA1RP9,direct,45000,,,
150884,DSP FMP Series - 268 - 1281 Days - Regular - Growth,INF740KA1RL8,,regular,256107000,,,
150887,DSP FMP Series - 268 - 1281 Days - Regular - IDCW,INF740KA1RN4,INF740KA1RM6,regular,767000,,,
151449,DSP FMP Series - 270 - 1172 Days - Direct - Growth,INF740KA1YR1,,direct,338504000,,,
151450,DSP FMP Series - 270 - 1172 Days - Direct - IDCW,INF740KA1YS9,INF740KA1YT7,direct,22000,,,
151447,DSP FMP Series - 270 - 1172 Days - Regular - Growth,INF740KA1YO8,,regular,140196000,,,
151448,DSP FMP Series - 270 - 1172 Days - Regular - IDCW,INF740KA1YP5,INF740KA1YQ3,regular,96000,,,
151865,HDFC Charity Fund for Cancer Cure - IDCW Option - 50% IDCW Donation Option,INF179KC1HC6,,unspecified,122941000,,,
151863,HDFC Charity Fund for Cancer Cure - IDCW Option - 75% IDCW Donation Option,INF179KC1HD4,,unspecified,111000000,,,
151862,HDFC Charity Fund for Cancer Cure - IDCW Option - Direct Plan - 50% IDCW Donation Option,INF179KC1HA0,,direct,546876000,,,
151864,HDFC Charity Fund for Cancer Cure - IDCW Option - Direct Plan - 75% IDCW Donation Option,INF179KC1HB8,,direct,1141022000,,,
147236,HDFC FMP 1100D April 2019 (1) - Growth Option,INF179KC1932,,unspecified,,,,
147237,HDFC FMP 1100D April 2019 (1) - Growth Option - Direct Plan,INF179KC1908,,direct,,,,
147235,HDFC FMP 1100D April 2019 (1) - IDCW Option,INF179KC1940,,unspecified,,,,
147233,HDFC FMP 1100D April 2019 (1) - IDCW Option - Direct Plan,INF179KC1916,,direct,,,,
147234,HDFC FMP 1100D April 2019 (1) - Quarterly IDCW Option,INF179KC1957,,unspecified,,,,
147238,HDFC FMP 1100D April 2019 (1) - Quarterly IDCW Option - Direct Plan,INF179KC1924,,direct,,,,
146896,HDFC FMP 1118D March 2019 (1) - Growth Option,INF179KC1692,,unspecified,,,,
146898,HDFC FMP 1118D March 2019 (1) - Growth Option - Direct Plan,INF179KC1668,,direct,,,,
146900,HDFC FMP 1118D March 2019 (1) - IDCW Option,INF179KC1700,,unspecified,,,,
146895,HDFC FMP 1118D March 2019 (1) - IDCW Option - Direct Plan,INF179KC1676,,direct,,,,
146897,HDFC FMP 1118D March 2019 (1) - Quarterly IDCW Option,INF179KC1718,,unspecified,,,,
146892,HDFC FMP 1120D March 2019 (1) - Growth Option,INF179KC1635,,unspecified,,,,
146893,HDFC FMP 1120D March 2019 (1) - Growth Option - Direct Plan,INF179KC1601,,direct,,,,
146891,HDFC FMP 1120D March 2019 (1) - IDCW Option,INF179KC1643,,unspecified,,,,
146889,HDFC FMP 1120D March 2019 (1) - IDCW Option - Direct Plan,INF179KC1619,,direct,,,,
146894,HDFC FMP 1120D March 2019 (1) - Quarterly IDCW Option,INF179KC1650,,unspecified,,,,
146890,HDFC FMP 1120D March 2019 (1) - Quarterly IDCW Option - Direct Plan,INF179KC1627,,direct,,,,
146649,HDFC FMP 1126D March 2019 (1) - Growth Option,INF179KC1510,,unspecified,,,,
146650,HDFC FMP 1126D March 2019 (1) - Growth Option - Direct Plan,INF179KC1486,,direct,,,,
146647,HDFC FMP 1126D March 2019 (1) - IDCW Option,,INF179KC1528,unspecified,,,,
146645,HDFC FMP 1126D March 2019 (1) - IDCW Option - Direct Plan,INF179KC1494,,direct,,,,
146648,HDFC FMP 1126D March 2019 (1) - Quarterly IDCW Option,INF179KC1536,,unspecified,,,,
146646,HDFC FMP 1126D March 2019 (1) - Quarterly IDCW Option - Direct Plan,INF179KC1502,,direct,,,,
146778,HDFC FMP 1127D March 2019 (1) - Growth Option,INF179KC1577,,unspecified,,,,
146777,HDFC FMP 1127D March 2019 (1) - Growth Option - Direct Plan,INF179KC1544,,direct,,,,
146775,HDFC FMP 1127D March 2019 (1) - IDCW Option,INF179KC1585,,unspecified,,,,
146773,HDFC FMP 1127D March 2019 (1) - IDCW Option - Direct Plan,INF179KC1551,,direct,,,,
146776,HDFC FMP 1127D March 2019 (1) - Quarterly IDCW Option,INF179KC1593,,unspecified,,,,
146774,HDFC FMP 1127D March 2019 (1) - Quarterly IDCW Option - Direct Plan,INF179KC1569,,direct,,,,
146634,HDFC FMP 1133D February 2019 (1) - Growth Option,INF179KC1452,,unspecified,,,,
146631,HDFC FMP 1133D February 2019 (1) - Growth Option - Direct Plan,INF179KC1429,,direct,,,,
146633,HDFC FMP 1133D February 2019 (1) - IDCW Option,INF179KC1460,,unspecified,,,,
146636,HDFC FMP 1133D February 2019 (1) - IDCW Option - Direct Plan,INF179KC1437,,direct,,,,
146635,HDFC FMP 1133D February 2019 (1) - Quarterly IDCW Option,INF179KC1478,,unspecified,,,,
146632,HDFC FMP 1133D February 2019 (1) - Quarterly IDCW Option - Direct Plan,INF179KC1445,,direct,,,,
146502,HDFC FMP 1146D February 2019 (1) - Growth Option,INF179KC1395,,unspecified,,,,
146498,HDFC FMP 1146D February 2019 (1) - Growth Option - Direct Plan,INF179KC1361,,direct,,,,
146501,HDFC FMP 1146D February 2019 (1) - IDCW Option,INF179KC1403,,unspecified,,,,
146497,HDFC FMP 1146D February 2019 (1) - IDCW Option - Direct Plan,INF179KC1379,,direct,,,,
146500,HDFC FMP 1146D February 2019 (1) - Quarterly IDCW Option,INF179KC1411,,unspecified,,,,
146499,HDFC FMP 1146D February 2019 (1) - Quarterly IDCW Option - Direct Plan,INF179KC1387,,direct,,,,
146469,HDFC FMP 1154D February 2019 (1) - Growth Option,INF179KC1338,,unspecified,,,,
146468,HDFC FMP 1154D February 2019 (1) - Growth Option - Direct Plan,INF179KC1304,,direct,,,,
146467,HDFC FMP 1154D February 2019 (1) - IDCW Option,INF179KC1346,,unspecified,,,,
146465,HDFC FMP 1154D February 2019 (1) - IDCW Option - Direct Plan,INF179KC1312,,direct,,,,
146466,HDFC FMP 1154D February 2019 (1) - Quarterly IDCW Option,INF179KC1353,,unspecified,,,,
146470,HDFC FMP 1154D February 2019 (1) - Quarterly IDCW Option - Direct Plan,INF179KC1320,,direct,,,,
150396,HDFC FMP 1158D July 2022 - Growth Option,INF179KC1CX3,,unspecified,,,,
150395,HDFC FMP 1158D July 2022 - Growth Option - Direct Plan,INF179KC1CU9,,direct,,,,
150398,HDFC FMP 1158D July 2022 - IDCW Option,INF179KC1CY1,,unspecified,,,,
150400,HDFC FMP 1158D July 2022 - IDCW Option - Direct Plan,INF179KC1CV7,,direct,,,,
150399,HDFC FMP 1158D July 2022 - Quarterly IDCW Option,INF179KC1CZ8,,unspecified,,,,
150397,HDFC FMP 1158D July 2022 - Quarterly IDCW Option - Direct Plan,INF179KC1CW5,,direct,,,,
149929,HDFC FMP 1162D March 2022 - Growth Option,INF179KC1CL8,,unspecified,,,,
149934,HDFC FMP 1162D March 2022 - Growth Option - Direct Plan,INF179KC1CI4,,direct,,,,
149930,HDFC FMP 1162D March 2022 - IDCW Option,INF179KC1CM6,,unspecified,,,,
149931,HDFC FMP 1162D March 2022 - IDCW Option - Direct Plan,INF179KC1CJ2,,direct,,,,
149932,HDFC FMP 1162D March 2022 - Quarterly Dividend Option,INF179KC1CN4,,unspecified,,,,
149933,HDFC FMP 1162D March 2022 - Quarterly Dividend Option - Direct Plan,INF179KC1CK0,,direct,,,,
146280,HDFC FMP 1168D January 2019 (1) - Growth Option,INF179KC1270,,unspecified,,,,
146277,HDFC FMP 1168D January 2019 (1) - Growth Option - Direct Plan,INF179KC1247,,direct,,,,
146279,HDFC FMP 1168D January 2019 (1) - IDCW Option,INF179KC1288,,unspecified,,,,
146276,HDFC FMP 1168D January 2019 (1) - IDCW Option - Direct Plan,INF179KC1254,,direct,,,,
146281,HDFC FMP 1168D January 2019 (1) - Quarterly IDCW Option,INF179KC1296,,unspecified,,,,
146278,HDFC FMP 1168D January 2019 (1) - Quarterly IDCW Option - Direct Plan,INF179KC1262,,direct,,,,
140693,HDFC FMP 1170D February 2017 (1) - Direct Option - Dividend Option,INF179KB1C32,,direct,,,,
140694,HDFC FMP 1170D February 2017 (1) - Direct Option - Growth Option,INF179KB1C24,,direct,,,,
140697,HDFC FMP 1170D February 2017 (1) - Direct Option - Quarterly Dividend Option,INF179KB1C40,,direct,,,,
140698,HDFC FMP 1170D February 2017 (1) - Regular Option - Dividend Option,INF179KB1C65,,regular,,,,
140695,HDFC FMP 1170D February 2017 (1) - Regular Option - Growth Option,INF179KB1C57,,regular,,,,
140696,HDFC FMP 1170D February 2017 (1) - Regular Option - Quarterly Dividend Option,INF179KB1C73,,regular,,,,
146153,HDFC FMP 1175D January 2019 (1) - Growth Option,INF179KC1213,,unspecified,,,,
146155,HDFC FMP 1175D January 2019 (1) - Growth Option - Direct Plan,INF179KC1189,,direct,,,,
146152,HDFC FMP 1175D January 2019 (1) - IDCW Option,INF179KC1221,,unspecified,,,,
146149,HDFC FMP 1175D January 2019 (1) - IDCW Option - Direct Plan,INF179KC1197,,direct,,,,
146156,HDFC FMP 1175D January 2019 (1) - Quarterly IDCW Option,INF179KC1239,,unspecified,,,,
146154,HDFC FMP 1175D January 2019 (1) - Quarterly IDCW Option - Direct Plan,INF179KC1205,,direct,,,,
146147,HDFC FMP 1182D January 2019 (1) - Growth Option,INF179KC1155,,unspecified,,,,
146145,HDFC FMP 1182D January 2019 (1) - Growth Option - Direct Plan,INF179KC1122,,direct,,,,
146146,HDFC FMP 1182D January 2019 (1) - IDCW Option,INF179KC1163,,unspecified,,,,
146144,HDFC FMP 1182D January 2019 (1) - Quarterly IDCW Option,INF179KC1171,,unspecified,,,,
146148,HDFC FMP 1182D January 2019 (1) - Quarterly IDCW Option - Direct Plan,INF179KC1148,,direct,,,,
146058,HDFC FMP 1190D January 2019 (1) - Growth Option,INF179KC1098,,unspecified,,,,
146056,HDFC FMP 1190D January 2019 (1) - Growth Option - Direct Plan,INF179KC1064,,direct,,,,
146055,HDFC FMP 1190D January 2019 (1) - IDCW Option - Direct Plan,INF179KC1072,,direct,,,,
146059,HDFC FMP 1190D January 2019 (1) - Quarterly IDCW Option,INF179KC1114,,unspecified,,,,
146057,HDFC FMP 1190D January 2019 (1) - Quarterly IDCW Option - Direct Plan,INF179KC1080,,direct,,,,
145985,HDFC FMP 1196D December 2018 (1) - Growth Option,INF179KC1031,,unspecified,,,,
145982,HDFC FMP 1196D December 2018 (1) - Growth Option - Direct Plan,INF179KB19Z9,,direct,,,,
145984,HDFC FMP 1196D December 2018 (1) - IDCW Option,INF179KC1049,,unspecified,,,,
145981,HDFC FMP 1196D December 2018 (1) - IDCW Option - Direct Plan,INF179KC1015,,direct,,,,
145986,HDFC FMP 1196D December 2018 (1) - Quarterly IDCW Option,INF179KC1056,,unspecified,,,,
145983,HDFC FMP 1196D December 2018 (1) - Quarterly IDCW Option - Direct Plan,INF179KC1023,,direct,,,,
145869,HDFC FMP 1203D December 2018 (1) - Growth Option,INF179KB16Z5,,unspecified,,,,
145866,HDFC FMP 1203D December 2018 (1) - Growth Option - Direct Plan,INF179KB13Z2,,direct,,,,
145868,HDFC FMP 1203D December 2018 (1) - IDCW Option,INF179KB17Z3,,unspecified,,,,
145870,HDFC FMP 1203D December 2018 (1) - Quarterly IDCW Option,INF179KB18Z1,,unspecified,,,,
151224,HDFC FMP 1204D December - Growth Option,INF179KC1EQ3,,unspecified,24623000,,,
151225,HDFC FMP 1204D December - Growth Option - Direct Plan,INF179KC1EN0,,direct,47926000,,,
151220,HDFC FMP 1204D December - IDCW Option,INF179KC1ER1,,unspecified,670000,,,
151221,HDFC FMP 1204D December - IDCW Option - Direct Plan,INF179KC1EO8,,direct,264000,,,
151222,HDFC FMP 1204D December - Quarterly IDCW Option,INF179KC1ES9,,unspecified,74000,,,
151223,HDFC FMP 1204D December - Quarterly IDCW Option - Direct Plan,INF179KC1EP5,,direct,42000,,,
145862,HDFC FMP 1211D December 2018 (1) - Growth Option,INF179KB10Z8,,unspecified,,,,
145860,HDFC FMP 1211D December 2018 (1) - Growth Option - Direct Plan,INF179KB17Y6,,direct,,,,
145799,HDFC FMP 1218D December 2018 (1) - Growth Option,INF179KB14Y3,,unspecified,,,,
145796,HDFC FMP 1218D December 2018 (1) - Growth Option - Direct Plan,INF179KB11Y9,,direct,,,,
145798,HDFC FMP 1218D December 2018 (1) - IDCW Option,INF179KB15Y0,,unspecified,,,,
145795,HDFC FMP 1218D December 2018 (1) - IDCW Option - Direct Plan,INF179KB12Y7,,direct,,,,
145800,HDFC FMP 1218D December 2018 (1) - Quarterly IDCW Option,INF179KB16Y8,,unspecified,,,,
145797,HDFC FMP 1218D December 2018(1)-Direct Plan-Quarterly Div Option,,,direct,,,,
145719,HDFC FMP 1224D DECEMBER 2018 (1) - Growth Option,INF179KB18X6,,unspecified,,,,
145720,HDFC FMP 1224D DECEMBER 2018 (1) - Growth Option - Direct Plan,INF179KB15X2,,direct,,,,
145721,HDFC FMP 1224D DECEMBER 2018 (1) - IDCW Option,INF179KB19X4,,unspecified,,,,
145717,HDFC FMP 1224D DECEMBER 2018 (1) - IDCW Option - Direct Plan,INF179KB16X0,,direct,,,,
145722,HDFC FMP 1224D DECEMBER 2018 (1) - Quarterly IDCW Option,INF179KB10Y1,,unspecified,,,,
145639,HDFC FMP 1232D NOVEMBER 2018 (1) - Growth Option,INF179KB18W8,,unspecified,,,,
145643,HDFC FMP 1232D NOVEMBER 2018 (1) - Growth Option - Direct Plan,INF179KB15W4,,direct,,,,
145642,HDFC FMP 1232D NOVEMBER 2018 (1) - Quarterly IDCW Option,INF179KB10X3,,unspecified,,,,
145640,HDFC FMP 1232D NOVEMBER 2018 (1) - Quarterly IDCW Option - Direct Plan,INF179KB17W0,,direct,,,,
145495,HDFC FMP 1246D NOVEMBER 2018 (1) - Growth Option,INF179KB12W1,,unspecified,,,,
145492,HDFC FMP 1246D NOVEMBER 2018 (1) - Growth Option - Direct Plan,INF179KB19V8,,direct,,,,
